,id,text,label,dataset
2578,2635,[USER] lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...ever,0,davidson2017
7042,7239,[USER] don't my nigga me honkie,1,davidson2017
4086,4208,[USER] its the truth... we dont love these hoes 🙅,0,davidson2017
5566,5725,[USER] 👈💦 salute a bad bitch,0,davidson2017
17063,17453,rt [USER]: 🆓kk bitch td in 17'🔓 jeff b home real soon ⛽🅰🆖,0,davidson2017
13635,13970,one man's trash is another's transformer → [URL],0,davidson2017
10999,11282,"i turned on the bet awards for 10 seconds, and got to witness random bitches getting drunk, and d-wade dancing to r-kelly.",0,davidson2017
18518,18927,"rt [USER]: if i had a dollar for every bobby pin i've lost, i'd be one rich bitch",0,davidson2017
918,938,tiki ti - rough mock for the base of what will eventually be an ashtray @ tiki ti [URL],0,davidson2017
9971,10243,i actually get on with erin and think she's really nice bit you're so two faced and bitch about her all the time... nasty,0,davidson2017
13398,13729,no saving hoes,0,davidson2017
3651,3751,[USER] she can suck dick tho that's better than brownies,0,davidson2017
12576,12889,lol i love when ppl think ima fucking look away like a pussy when i catch them staring at me lmao look away hoe,0,davidson2017
17056,17446,rt [USER]: damn... that's a cold ass honkie,0,davidson2017
10205,10482,"i don't get it. i'm either a pussy or troll. where is the room for ""the truth"" and or ""my opinions on my tl""????? social media fucked up.",0,davidson2017
10192,10467,"i don't care how hot a bitch is, if her personality is shit, shes shit.",0,davidson2017
20742,21191,she know that im that niggah,0,davidson2017
18546,18955,"rt [USER]: ""that's what that means..some kid called me at like 1 in the morning asking me if i wanted to hit the slopes...""",0,davidson2017
13023,13342,my doctor tonight is such a miserable cunt. even my nurse is pissed off. she's been here since 7pm and hasn't come to see me once.,1,davidson2017
1343,1372,“[USER]: uncle charlie just got thru lip singing?!”haha,0,davidson2017
10199,10476,"i don't focus on bitches, bitches focus on me. trent truce  photography by patrickos [URL]",0,davidson2017
4644,4781,[USER]  y'all gots to take da colored vacation. kentucky fried chicken but only da white meat,0,davidson2017
22717,23195,"when my friends are roastin my other friends and idk who to roast i'm just like wait ""who are your true nigs""😏always da clan👯👭💁",0,davidson2017
21998,22465,this bitch pregnant again 👀😂😂,0,davidson2017
10124,10397,"i can't fuck with hoe niggas, i can't trust these hoes niether.",0,davidson2017
6712,6900,"[USER] [USER] glad about your uncle, another stupid faggot off the world, hopefully you next.",1,davidson2017
19865,20306,rt [USER]: [USER] you about to get all the hoes now lol,0,davidson2017
20962,21413,so many shady bitches. the secret thirst is alive,0,davidson2017
7820,8040,as always eli has the stupid hick hayseed look on his face giants fans kill yaselves it's gonna be a… [URL],1,davidson2017
7365,7575,"[USER] but but but you said vibe. which means i have to say bitch, don't kill my vibe.",0,davidson2017
12550,12862,"lmfao but "" we don't talk "" gtfoh 😂😂 bitch i guessed it! & i was right 😂😏",0,davidson2017
22468,22943,walked into a party and they was playin nelly - air force ones. i walked outta that bitch immediately and littered in their yard,0,davidson2017
803,820,world series game 3 hunter pence is so annoying he should be a red sox player. shave fool and take your vyvanse⚾️⚾️👊👊yankees 2015!!,0,davidson2017
12227,12538,kick that bitch right in the pussy.,0,davidson2017
4918,5064,[USER] [USER] pull the trigger bitch,0,davidson2017
11541,11834,"if her bio says ""only god can judge me"" she's a hoe.",0,davidson2017
18021,18425,"rt [USER]: a hoe only cares about the now, the future is irrelevant.",0,davidson2017
869,888,"porn,android,i phone,i pad,sex,xxx, | close up | pussy fuck close up [URL]",0,davidson2017
5795,5959,[USER] my knee won't let me wander around much so i just make a few trips and look at the fat girls-- redneck porn--wal-mart,0,davidson2017
22948,23428,with the birds i share this lonely view..,0,davidson2017
7101,7300,[USER] you didn't even pass esl yet you bitch lmao,0,davidson2017
23565,24057,almost dragged my suite mate last night... hoe really came banging on our door 2am,0,davidson2017
6873,7068,[USER] [USER] like i got time to be wasting on some bitch who broke up with me,0,davidson2017
21160,21617,still confused why king ordered two tranny hookers to the party last night..,0,davidson2017
13452,13783,"not sure why tea baggers would care about nelson mandela, being that he's one of 'them' if you know what i mean. tea party t cot",0,davidson2017
10577,10856,i just dodged a bullet from a crazy bitch,0,davidson2017
14002,14342,rt [USER]: i got bitches geekin sneakin cocaina cross the customs - [USER],0,davidson2017
13768,14104,passing up on mad hoes just to give him what he want,0,davidson2017
2521,2575,"[USER] so ur faggot teammate [USER] hits someone late like that and u say he's yapping and yelling, u guys def 69 in the room",1,davidson2017
9500,9760,good morning coons.,1,davidson2017
21359,21821,that bitch a tha tha,0,davidson2017
5326,5482,[USER] that hoe over that,0,davidson2017
10135,10408,i can't take you hoes serious because she everything a nigga need in a woman.. some of y'all just look good & that's it.,0,davidson2017
13560,13894,"oh, and i'm back, bitch. no one walks all over me ever again. ever.",0,davidson2017
11308,11597,i'm just sayin. that's my baby & i already told you bitches.. 👌,0,davidson2017
16425,16799,rt [USER]: cheating on a good woman is like eating out of the trash instead going out for steak. truth,0,davidson2017
2116,2159,' with my bestf shyanna pen and ma main niggah ronnie a. jackson iii 󾮟󾓤 movie bound after we pick up the homies,0,davidson2017
5677,5838,[USER] [USER] bumcia is trash smfh i would've thought he would have gone after khan but what you said makes sense,0,davidson2017
2941,3012,[USER] you a poop. :( see i'm going all ghetto talk. wtf!,0,davidson2017
19272,19701,"rt [USER]: ""just texted my phone, this bitch just blew my high!""",0,davidson2017
3066,3144,[USER] wrong maybe you been dealing with pussies but i don't put up with that crap. if i f*** up telling me i f***** up. keep it real,0,davidson2017
14166,14506,rt [USER]: [USER] yeah after she fed up jealous skinny bitches and became one herself.,0,davidson2017
8908,9155,eagles fans will always be annoying faggots,0,davidson2017
358,363,"""[USER]: this is so fucking hot!! scally sneaker sex sock fetish sniff trainer sex [URL] love me some kinky scallies",0,davidson2017
13013,13332,my dad is a bitch.,0,davidson2017
5856,6022,[USER] if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,0,davidson2017
8124,8350,bobby bitch? dickhead “[USER]: top 3 bobby shmurda songs: 1. hot nigga 2. 3.”,0,davidson2017
8059,8284,bitches always like you got hoes.. i be like duhh i'm tryna make you one of em 😂😂 nbs,0,davidson2017
14498,14846,"rt [USER]: ""if you are nice girls, they will be bitches to you. if you are an asshole, girls will want your dick. woman logic""",0,davidson2017
15028,15385,rt [USER]: bitches be having reality twisted,0,davidson2017
3086,3164,[USER] [USER] [USER] she sucks..bitch cant even pretend dance.,0,davidson2017
4695,4833,[USER] you sure ?. . . and lmao pussy!,0,davidson2017
17764,18165,"rt [USER]: my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it.",0,davidson2017
21227,21688,sup bitches,0,davidson2017
4187,4310,[USER] lmao 6′0 but i’m hella skinny so bitches don’t like me,0,davidson2017
14337,14680,rt [USER]: “[USER]: i have no hoes”,0,davidson2017
20914,21365,smokin stuntin. riding round town wit a bitch so bad but she don't mean nothing,0,davidson2017
10528,10807,"i have better things to do, like drive my yellow fucking lamborghini",0,davidson2017
9840,10107,hmm rt [USER]: every bitch i fucked wit is a hoe never met a real female in my life,0,davidson2017
14521,14869,rt [USER]: just this one eye can take your bitch [URL],0,davidson2017
3299,3385,[USER] i got that hoe bootlegged haha if you wanna borrow it,0,davidson2017
21060,21513,somebody tell these pussy niggas i got em,0,davidson2017
14007,14347,rt [USER]: [USER] [USER] nah boa that nigga wayne run his mouth like a hoe & my girl ain't no hoe so chill wi…,0,davidson2017
16207,16577,rt [USER]: pity parties are trash & i don't throw them .,0,davidson2017
9432,9691,"girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",0,davidson2017
3872,3985,"[USER] ""i'm a dirty ass nigga with a clean dick. fucked a bitch in her ass then she sucked my dick."" omg lil b we aren't ready.",0,davidson2017
12796,13113,me & elizabeth are down bitches.,0,davidson2017
5304,5460,"[USER] ""aint nobody got no time fo dat"" (ghetto black lady voice)",0,davidson2017
20006,20449,rt [USER]: fuck the islamic state!! we will kill those cunts🇬🇧,1,davidson2017
23416,23903,you see these two pussies jason capuano nd jason cousins taking chit on the gram but ain't about that… [URL],0,davidson2017
10970,11253,i think its funny how hoes talk bout being faithful.,0,davidson2017
10209,10486,i don't glorify dis shit but bitch i am what i am and it is what it is!,0,davidson2017
13650,13985,"one thing i hate more than lightskin niggas, is a confused bitch like either you go fwm or you gon fw these niggas. ✋😴",0,davidson2017
12587,12900,lol rt [USER]: youuuuu got niggas but i don't got bitches,1,davidson2017
11095,11382,i wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute 😒 smh,0,davidson2017
7052,7249,[USER] equality niggah,0,davidson2017
6696,6884,"[USER] okay, let's fight you ginger faggot",1,davidson2017
1044,1067,😭😭😭 foh rt [USER]: id gt rt [USER]: good pussy don't neva get tired!!!,0,davidson2017
20332,20778,rt [USER]: woke up sleazy. im bout to make this day my bitch,0,davidson2017
17571,17970,"rt [USER]: never discuss cheese with a rat , talk bread with a bird , or make moves with a snake 💯👌",0,davidson2017
10058,10331,i be waking niccas up lol,0,davidson2017
4814,4954,[USER] fuck miley tranny looking now damn ass nigga,1,davidson2017
24733,25246,yall crazy hoes need jesus lol,0,davidson2017
4218,4342,[USER] [USER] [USER] ik he felt like a bad bitch. take it down a notch dex,0,davidson2017
19327,19756,rt [USER]: lost my erection and found it in your girlfriends pussy,0,davidson2017
4423,4554,[USER] hell no man i'm retarded good at situps.. that run was weak tho,0,davidson2017
22395,22869,until you hoes start actually fucking with me then i'll give props but until then you hoes trash 👎👎👎💁👏👐😊,0,davidson2017
4670,4808,"[USER] i seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what i know..so looking for clarity",0,davidson2017
23531,24022,"aaahhhhh my internet has died, for the whole weekend i'm told, just in time to teach me the true spirit of christmas. fucking cunt.",0,davidson2017
23185,23669,yo bitch on my dick she come to my crib she get passed around no love,1,davidson2017
10910,11193,i swear i got that shit that make the bitches go insane,0,davidson2017
16474,16851,"rt [USER]: if you're a hoe, don't expect princess treatment...",0,davidson2017
22610,23088,what kind of sorcery is this.... rt [USER]: nope rt [USER]: eat this pussy while im on my cycle & call it cherry pie,0,davidson2017
2975,3047,"[USER] i'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that",0,davidson2017
11198,11485,i'm a vipperloid bitch:p [URL],0,davidson2017
3272,3358,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] basic bitch comeback, expected",0,davidson2017
20782,21232,shine on them hoes,0,davidson2017
11191,11478,i'm hun-gry,0,davidson2017
10619,10899,i kno it's upside down cunt [URL],0,davidson2017
17877,18279,rt [USER]: this is so great. regular season ball is for the birds,0,davidson2017
23440,23929,you wanna watch the game she wanna watch scandal but yo bitch ass didn't buy her another tv so you gotta take da l,0,davidson2017
15315,15675,"rt [USER]: the racists are [USER] and its crew of anchors. not ""right wing "" folks. [USER] mocks mixed gop kids. [URL]",0,davidson2017
1554,1588,"“[USER] ""when you gonna take me out?"" rt [USER]: some hoes not gonna let you come over until you spend money on them”listen",0,davidson2017
2967,3039,[USER] i know these hoes ain't right,0,davidson2017
15698,16066,rt [USER]: yanks walk off win 🙏,0,davidson2017
17890,18292,"rt [USER]: if i cut all my hoes off for u & we stop talkin , you owe me some new hoes 😒 fym",0,davidson2017
14654,15004,rt [USER]: niggas be mentally dating females they never met before. you on instagram double tap'n that ho too much mane.,0,davidson2017
